-1329076.554866,269003.721277
1815913.763460,412477.726932
-2201441.201303,173124.526503
1294181.579732,267874.818844
859398.850300,-153577.768039
1261349.371264,613422.062085
-2156996.430871,19951.123655
-78041.322425,-707077.774945
1017678.920667,369775.757366
1067453.723104,469226.233988
843860.297292,-178566.676606
656230.546780,459616.684318
-1693954.077473,-134033.748776
1435764.195659,-1086605.377399
604480.058114,603813.562581
1654168.077237,181913.221039
-1942481.392737,-384273.792427
1398891.680586,-202205.030072
1756506.664943,309588.896616
-2029790.457129,-297082.934670
-159941.475151,-1236706.985934
1034345.941381,171569.684751
-1414436.701967,-299613.334051
-58208.646141,-675936.210330
1541346.407701,-207878.433595
1391108.667498,-866615.368575
-247090.720319,-1051876.670734
1124002.497587,324302.363442
1721851.864291,320571.204560
1815913.763460,412477.726932
-2201441.201303,173124.526503
-1329076.554866,269003.721277
-2156996.430871,19951.123655
1294181.579732,267874.818844
656230.546780,459616.684318
859398.850300,-153577.768039
1261349.371264,613422.062085
-78041.322425,-707077.774945
1017678.920667,369775.757366
1067453.723104,469226.233988
843860.297292,-178566.676606
604480.058114,603813.562581
-1942481.392737,-384273.792427
-1693954.077473,-134033.748776
1654168.077237,181913.221039
1435764.195659,-1086605.377399
1398891.680586,-202205.030072
-1414436.701967,-299613.334051
-2029790.457129,-297082.934670
1756506.664943,309588.896616
1034345.941381,171569.684751
-247090.720319,-1051876.670734
-58208.646141,-675936.210330
-159941.475151,-1236706.985934
-280896.197655,-725499.413447
1391108.667498,-866615.368575
1721851.864291,320571.204560
1541346.407701,-207878.433595
860670.090256,211872.995156
-189841.719693,-1007587.080914
-2015439.307327,-337747.927964
-2155019.269582,884930.991871
1068144.148661,455688.937309
55929.046033,-1088057.540255
2004881.944025,667779.356409
990370.951501,-645819.036010
836922.016877,148153.417076
1124002.497587,324302.363442
-2074211.599435,-265496.269993
-92575.209166,-698375.611910
560866.101596,-976623.122652
-1409853.433967,-670921.388770
-1333368.604315,-328963.937018
581260.262891,-984904.326411
-2025571.176691,-283725.063653
-58280.682731,-677926.126663
356946.808704,341297.763761
-2051393.689440,-254748.269546
677525.682677,356425.281318
-1947069.978848,-370323.175558
1425264.436561,-550890.031268
-1697156.486709,-132506.539542
-1450985.740309,-489629.281293
1833609.975077,428255.656397
-1337955.738220,360753.287084
-93625.911359,-657284.583105
-152658.417979,-1447811.309271
650636.162835,398862.299337
1110083.115955,-470469.234947
-1942286.040788,1264286.359680
316081.445469,352.180224
24383.719882,-1028723.718290
852286.736255,-266416.516983
1389569.895756,567286.592566
1755141.187812,110001.569850
-1414337.808164,-299975.600293
852637.271705,158360.059527
-206485.553929,-1066373.287555
1421799.664340,-1108858.848881
195400.986780,-996902.979458
-434653.276394,-1468536.747845
1827228.084408,400707.823234
550003.777442,196019.485345
1155351.171205,-625127.000067
-2170476.727877,151933.055922
651740.465161,-187929.402465
1718700.172998,269658.321215
-1447318.557390,-493342.267017
1755820.878792,314624.267277
1244796.854285,-374824.944248
-53961.239978,-667427.772432
-133503.635532,-1254391.696542
-455966.232694,-1469476.312985
904228.356892,-45114.138841
-2024370.621240,-321232.352409
-151058.310203,-1449322.961587
1187083.679594,369002.324971
528858.379976,-1015372.391078
1327130.591487,-1150930.464633
1644744.034377,214447.486529
1326958.005641,344904.602259
-1626392.825165,-253604.260783
592661.230731,-490986.615349
-248986.539463,-1067938.105472
-2041808.964355,-308463.915593
921327.950959,-11408.244870
865335.779541,-300696.363127
774121.615524,-282442.274733
511583.100553,-1022227.833400
762038.176087,-344765.598911
534216.886174,212830.906018
123928.713781,-277199.607500
1588970.019386,-1295435.163861
-1492033.857487,-525813.436263
610194.639377,557686.929874
695890.818646,271126.818969
-1971422.576559,-320073.845008
929368.798366,-672304.451831
-303564.610966,-476161.281691
